id;fileName;sousDossier;titre;dateAchat;personnage;lieu;support;etiquette;auteur;favori;art;concert;histoire;partition;corbeille;rotation;albums;filterKey;optique;poids;map
ph_mu9v141ojcijbu;2019-10-14 Québec (50b) Pat.JPG;2019;Gaspésie;2019-10-14T11:56;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;257;
ph_mu9v1438wk7j2k;2019-10-14 Québec (11).JPG;2019;Gaspésie;2019-10-14T10:53;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;133;
ph_mu9v144rf96ppy;2019-10-14 Québec (10) pat.JPG;2019;Gaspésie;2019-10-14T10:46;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;114;
ph_mu9v145vjxkn21;2019-10-14 Québec (9) Pat.JPG;2019;Gaspésie;2019-10-14T10:46;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;150;
ph_mu9v1473cnoh5w;2019-10-14 Québec (7) Phil.JPG;2019;Gaspésie;2019-10-14T10:30;Philippe;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;124;
ph_mu9v14a5kurgu3;2019-10-14 Québec (8).JPG;2019;Gaspésie;2019-10-14T10:30;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;131;
ph_mu9v14c830nqb7;2019-10-14 Québec (6).JPG;2019;Gaspésie;2019-10-14T10:28;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;126;
ph_mu9v14e8jzjn50;2019-10-14 Québec (4) Pat.JPG;2019;Gaspésie;2019-10-14T10:25;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;187;
ph_mu9v14fvd1uwtf;2019-10-14 Québec (5) Pat.JPG;2019;Gaspésie;2019-10-14T10:25;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;363;
ph_mu9v14hih3ifmo;2019-10-14 Québec (2) Pat.JPG;2019;Gaspésie;2019-10-14T10:16;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;180;
ph_mu9v14j62kxbeq;2019-10-14 Québec (3) Pat.JPG;2019;Gaspésie;2019-10-14T10:16;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;282;
ph_mu9v14km4mcr7u;2019-10-14 Québec (1).JPG;2019;Gaspésie;2019-10-13T17:22;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;72;
ph_mu9v14m0x64t3r;2019-10-13 Nicolet musée des Religions (4) holocauste.JPG;2019;Gaspésie;2019-10-13T12:06;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;244;
ph_mu9v14nfk5f195;2019-10-13 Nicolet musée des Religions (5) holocauste.JPG;2019;Gaspésie;2019-10-13T12:06;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;180;
ph_mu9v14omlq21tp;2019-10-13 Nicolet musée des Religions (6).JPG;2019;Gaspésie;2019-10-13T12:06;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;115;
ph_mu9v14q6mfnjjp;2019-10-13 Nicolet musée des Religions (3) holocauste.JPG;2019;Gaspésie;2019-10-13T12:05;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;192;
ph_mu9v14rkx2757m;2019-10-13 Lac Etchemin (8) Phil.JPG;2019;Gaspésie;2019-10-13T12:01;Philippe;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;399;
ph_mu9v14t25py7qz;2019-10-13 Lac Etchemin (9) Phil.JPG;2019;Gaspésie;2019-10-13T12:01;Philippe;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;401;
ph_mu9v14u44mwdo3;2019-10-13 Pub la Contrée à Buckland (1) Pat & Phil.JPG;2019;Gaspésie;2019-10-13T12:01;"Patricia, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;225;
ph_mu9v14vsml7qlo;2019-10-13 Lac Etchemin (4) Pat.JPG;2019;Gaspésie;2019-10-13T12:00;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;312;
ph_mu9v15187eruiq;2019-10-13 Lac Etchemin (5) Pat.JPG;2019;Gaspésie;2019-10-13T12:00;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;332;
ph_mu9v153o5pkk46;2019-10-13 Lac Etchemin (6) Pat.JPG;2019;Gaspésie;2019-10-13T12:00;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;425;
ph_mu9v155acmudsz;2019-10-13 Lac Etchemin (7) Phil.JPG;2019;Gaspésie;2019-10-13T12:00;Philippe;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;414;
ph_mu9v156wd6nl6p;2019-10-13 Lac Etchemin (1) Pat & Phil.JPG;2019;Gaspésie;2019-10-13T11:59;"Patricia, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;153;
ph_mu9v158aqxje2a;2019-10-13 Lac Etchemin (2) Pat & Phil.JPG;2019;Gaspésie;2019-10-13T11:59;"Patricia, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;137;
ph_mu9v159xj7hy77;2019-10-13 Lac Etchemin (3) Pat.JPG;2019;Gaspésie;2019-10-13T11:59;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;363;
ph_mu9v15b6emtjal;2019-10-13 Québec musée Beaux-Arts (79) Ninie & Phil.JPG;2019;Gaspésie;2019-10-13T07:56;"Eugénie, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;352;
ph_mu9v15cu1cw43f;2019-10-13 Québec musée Beaux-Arts (80) Ninie & Phil.JPG;2019;Gaspésie;2019-10-13T07:56;"Eugénie, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;311;
ph_mu9v15e3i3nsii;2019-10-13 Québec musée Beaux-Arts (81) Ninie & Phil.JPG;2019;Gaspésie;2019-10-13T07:56;"Eugénie, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;325;
ph_mu9v15fsbqgn52;2019-10-13 Québec musée Beaux-Arts (76) Ninie & Pat.JPG;2019;Gaspésie;2019-10-13T07:55;"Eugénie, Patricia";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;330;
ph_mu9v15h3prxkfk;2019-10-13 Québec musée Beaux-Arts (77) Ninie & Pat.JPG;2019;Gaspésie;2019-10-13T07:55;"Eugénie, Patricia";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;402;
ph_mu9v15iyqkykf6;2019-10-13 Québec musée Beaux-Arts (78) Ninie & Pat.JPG;2019;Gaspésie;2019-10-13T07:55;"Eugénie, Patricia";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;399;
ph_mu9v15ka9fpj8y;2019-10-13 Québec musée Beaux-Arts (73) JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:54;JP;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;234;
ph_mu9v15lxk03qi5;2019-10-13 Québec musée Beaux-Arts (73) Ninie devant Spain de JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:54;"Eugénie, JP";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;160;
ph_mu9v15npvm3zvx;2019-10-13 Québec musée Beaux-Arts (74) JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:54;JP;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;261;
ph_mu9v15sps6dzrj;2019-10-13 Québec musée Beaux-Arts (75) JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:54;JP;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;190;
ph_mu9v15u19zyvuf;2019-10-13 Québec musée Beaux-Arts (67) Ninie devant Spain de JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:53;"Eugénie, JP";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;274;
ph_mu9v15vshbyggz;2019-10-13 Québec musée Beaux-Arts (68) Ninie devant Spain de JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:53;"Eugénie, JP";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;173;
ph_mu9v15x6uysufm;2019-10-13 Québec musée Beaux-Arts (69) Ninie devant Spain de JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:53;"Eugénie, JP";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;163;
ph_mu9v15yn9oii1v;2019-10-13 Québec musée Beaux-Arts (70) Ninie devant Spain de JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:53;"Eugénie, JP";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;167;
ph_mu9v160cw58xx2;2019-10-13 Québec musée Beaux-Arts (71) Ninie devant Spain de JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:53;"Eugénie, JP";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;132;
ph_mu9v161pgthoky;2019-10-13 Québec musée Beaux-Arts (72) Ninie devant Spain de JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:53;"Eugénie, JP";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;145;
ph_mu9v1633w7hkgo;2019-10-13 Québec musée Beaux-Arts (65) JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:52;JP;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;44;
ph_mu9v164qttw312;2019-10-13 Québec musée Beaux-Arts (66) JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:52;JP;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;299;
ph_mu9v165ywfzvio;2019-10-13 Québec musée Beaux-Arts (60) Inuits.JPG;2019;Gaspésie;2019-10-13T07:51;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;140;
ph_mu9v1671jy84wj;2019-10-13 Québec musée Beaux-Arts (61) Inuits.JPG;2019;Gaspésie;2019-10-13T07:51;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;108;
ph_mu9v168b9rx22y;2019-10-13 Québec musée Beaux-Arts (62) Inuits.JPG;2019;Gaspésie;2019-10-13T07:51;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;37;
ph_mu9v169vz0gy96;2019-10-13 Québec musée Beaux-Arts (63) Quebec.JPG;2019;Gaspésie;2019-10-13T07:51;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;127;
ph_mu9v16bkj3s4ts;2019-10-13 Québec musée Beaux-Arts (64).JPG;2019;Gaspésie;2019-10-13T07:51;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;265;
ph_mu9v16cum35lme;2019-10-13 Québec musée Beaux-Arts (55) Inuits.JPG;2019;Gaspésie;2019-10-13T07:50;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;65;
ph_mu9v16ubgnyb9m;2019-10-13 Québec musée Beaux-Arts (56) Inuits.JPG;2019;Gaspésie;2019-10-13T07:50;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;113;
ph_mu9v16yab4306q;2019-10-13 Québec musée Beaux-Arts (57) Inuits.JPG;2019;Gaspésie;2019-10-13T07:50;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;118;
ph_mu9v16zccn568w;2019-10-13 Québec musée Beaux-Arts (58) Inuits.JPG;2019;Gaspésie;2019-10-13T07:50;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;91;
ph_mu9v170wwqekhb;2019-10-13 Québec musée Beaux-Arts (59) Inuits.JPG;2019;Gaspésie;2019-10-13T07:50;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;144;
ph_mu9v1729sm27ya;2019-10-13 Québec musée Beaux-Arts (49) Inuits.JPG;2019;Gaspésie;2019-10-13T07:49;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;136;
ph_mu9v173oih62jw;2019-10-13 Québec musée Beaux-Arts (50) Inuits.JPG;2019;Gaspésie;2019-10-13T07:49;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;56;
ph_mu9v175bebfuey;2019-10-13 Québec musée Beaux-Arts (51) Inuits.JPG;2019;Gaspésie;2019-10-13T07:49;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;74;
ph_mu9v176lo53d5u;2019-10-13 Québec musée Beaux-Arts (52) Inuits.JPG;2019;Gaspésie;2019-10-13T07:49;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;61;
ph_mu9v177n79baoo;2019-10-13 Québec musée Beaux-Arts (53) Inuits.JPG;2019;Gaspésie;2019-10-13T07:49;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;60;
ph_mu9v1793ggpez8;2019-10-13 Québec musée Beaux-Arts (54) Inuits.JPG;2019;Gaspésie;2019-10-13T07:49;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;88;
ph_mu9v17adtz11cq;2019-10-13 Québec musée Beaux-Arts (44) Inuits.JPG;2019;Gaspésie;2019-10-13T07:48;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;102;
ph_mu9v17bre16xvk;2019-10-13 Québec musée Beaux-Arts (45) Inuits.JPG;2019;Gaspésie;2019-10-13T07:48;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;75;
ph_mu9v17cz30ligt;2019-10-13 Québec musée Beaux-Arts (46) Inuits.JPG;2019;Gaspésie;2019-10-13T07:48;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;106;
ph_mu9v17e0rtnrde;2019-10-13 Québec musée Beaux-Arts (47) Inuits.JPG;2019;Gaspésie;2019-10-13T07:48;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;60;
ph_mu9v17fhjh5e46;2019-10-13 Québec musée Beaux-Arts (48) Inuits.JPG;2019;Gaspésie;2019-10-13T07:48;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;54;
ph_mu9v17k5nxzuqf;2019-10-13 Québec musée Beaux-Arts (40) Inuits.JPG;2019;Gaspésie;2019-10-13T07:47;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;96;
ph_mu9v17mdtn6h22;2019-10-13 Québec musée Beaux-Arts (41) Inuits.JPG;2019;Gaspésie;2019-10-13T07:47;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;81;
ph_mu9v17p42f3j31;2019-10-13 Québec musée Beaux-Arts (42) Inuits.JPG;2019;Gaspésie;2019-10-13T07:47;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;119;
ph_mu9v17qalmf9r2;2019-10-13 Québec musée Beaux-Arts (43) Inuits.JPG;2019;Gaspésie;2019-10-13T07:47;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;104;
ph_mu9v17rvhryork;2019-10-13 Québec musée Beaux-Arts (37)Ninie  Pat.JPG;2019;Gaspésie;2019-10-13T07:46;"Eugénie, Patricia";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;173;
ph_mu9v17t9djb6dl;2019-10-13 Québec musée Beaux-Arts (38)Pat.JPG;2019;Gaspésie;2019-10-13T07:46;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;149;
ph_mu9v17ubbixi78;2019-10-13 Québec musée Beaux-Arts (39)definitions.JPG;2019;Gaspésie;2019-10-13T07:46;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;46;
ph_mu9v17vdrac72d;2019-10-13 Québec musée Beaux-Arts (32).JPG;2019;Gaspésie;2019-10-13T07:45;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;156;
ph_mu9v17wxivrdxv;2019-10-13 Québec musée Beaux-Arts (33) Pat.JPG;2019;Gaspésie;2019-10-13T07:45;Patricia;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;144;
ph_mu9v17y21132fi;2019-10-13 Québec musée Beaux-Arts (34)Ninie  Pat.JPG;2019;Gaspésie;2019-10-13T07:45;"Eugénie, Patricia";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;164;
ph_mu9v17zm2amktd;2019-10-13 Québec musée Beaux-Arts (35)Ninie  Pat.JPG;2019;Gaspésie;2019-10-13T07:45;"Eugénie, Patricia";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;131;
ph_mu9v181e1v8ynq;2019-10-13 Québec musée Beaux-Arts (36)Ninie  Pat.JPG;2019;Gaspésie;2019-10-13T07:45;"Eugénie, Patricia";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;156;
ph_mu9v182sxbblvm;2019-10-13 Québec musée Beaux-Arts (31).JPG;2019;Gaspésie;2019-10-13T07:44;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;231;
ph_mu9v1845o32rac;2019-10-13 Québec musée Beaux-Arts (27).JPG;2019;Gaspésie;2019-10-13T07:43;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;171;
ph_mu9v185s58y6m1;2019-10-13 Québec musée Beaux-Arts (28).JPG;2019;Gaspésie;2019-10-13T07:43;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;260;
ph_mu9v18ah9nuaar;2019-10-13 Québec musée Beaux-Arts (29).JPG;2019;Gaspésie;2019-10-13T07:43;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;77;
ph_mu9v18edimnvue;2019-10-13 Québec musée Beaux-Arts (30) JP Riopelle.JPG;2019;Gaspésie;2019-10-13T07:43;JP;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;152;
ph_mu9v18fzzx44ix;2019-10-13 Québec musée Beaux-Arts (21).JPG;2019;Gaspésie;2019-10-13T07:42;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;357;
ph_mu9v18h8w8ey7k;2019-10-13 Québec musée Beaux-Arts (22).JPG;2019;Gaspésie;2019-10-13T07:42;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;251;
ph_mu9v18ia49nc0s;2019-10-13 Québec musée Beaux-Arts (23).JPG;2019;Gaspésie;2019-10-13T07:42;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;164;
ph_mu9v18jv7re2yk;2019-10-13 Québec musée Beaux-Arts (24).JPG;2019;Gaspésie;2019-10-13T07:42;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;133;
ph_mu9v18ldzzblq4;2019-10-13 Québec musée Beaux-Arts (25).JPG;2019;Gaspésie;2019-10-13T07:42;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;67;
ph_mu9v18myyakwr9;2019-10-13 Québec musée Beaux-Arts (26).JPG;2019;Gaspésie;2019-10-13T07:42;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;116;
ph_mu9v18okhvh1i3;2019-10-13 Québec musée Beaux-Arts (15).JPG;2019;Gaspésie;2019-10-13T07:41;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;216;
ph_mu9v18q2ufkqrc;2019-10-13 Québec musée Beaux-Arts (16).JPG;2019;Gaspésie;2019-10-13T07:41;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;128;
ph_mu9v18rb01iyj2;2019-10-13 Québec musée Beaux-Arts (17).JPG;2019;Gaspésie;2019-10-13T07:41;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;250;
ph_mu9v18stj423o8;2019-10-13 Québec musée Beaux-Arts (18).JPG;2019;Gaspésie;2019-10-13T07:41;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;88;
ph_mu9v18u7z3jk1t;2019-10-13 Québec musée Beaux-Arts (19).JPG;2019;Gaspésie;2019-10-13T07:41;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;268;
ph_mu9v18vwuzcqxp;2019-10-13 Québec musée Beaux-Arts (20).JPG;2019;Gaspésie;2019-10-13T07:41;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;272;
ph_mu9v18x0exqvbv;2019-10-13 Québec musée Beaux-Arts (14).JPG;2019;Gaspésie;2019-10-13T07:40;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;84;
ph_mu9v1914lsfdjm;2019-10-13 Québec musée Beaux-Arts (11).JPG;2019;Gaspésie;2019-10-13T07:38;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;1028;
ph_mu9v194jlyzkwb;2019-10-13 Québec musée Beaux-Arts (12).JPG;2019;Gaspésie;2019-10-13T07:38;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;156;
ph_mu9v196cnnnsox;2019-10-13 Québec musée Beaux-Arts (13).JPG;2019;Gaspésie;2019-10-13T07:38;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;240;
ph_mu9v197e8hflc1;2019-10-13 Québec musée Beaux-Arts (10).JPG;2019;Gaspésie;2019-10-13T07:36;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;113;
ph_mu9v198hjisoi1;2019-10-13 Québec musée Beaux-Arts (6).JPG;2019;Gaspésie;2019-10-13T07:36;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;180;
ph_mu9v199yxyr3cz;2019-10-13 Québec musée Beaux-Arts (7).JPG;2019;Gaspésie;2019-10-13T07:36;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;72;
ph_mu9v19bkdwnm49;2019-10-13 Québec musée Beaux-Arts (8).JPG;2019;Gaspésie;2019-10-13T07:36;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;110;
ph_mu9v19d0jt3bay;2019-10-13 Québec musée Beaux-Arts (9).JPG;2019;Gaspésie;2019-10-13T07:36;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;222;
ph_mu9v19e3nmcg2t;2019-10-13 Québec musée Beaux-Arts (1).JPG;2019;Gaspésie;2019-10-13T07:35;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;141;
ph_mu9v19fi6xllei;2019-10-13 Québec musée Beaux-Arts (2) Ninie Pat.JPG;2019;Gaspésie;2019-10-13T07:35;"Eugénie, Patricia";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;48;
ph_mu9v19gs0w6ik0;2019-10-13 Québec musée Beaux-Arts (3) Ninie.JPG;2019;Gaspésie;2019-10-13T07:35;Eugénie;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;70;
ph_mu9v19i91up8l0;2019-10-13 Québec musée Beaux-Arts (4).JPG;2019;Gaspésie;2019-10-13T07:35;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;118;
ph_mu9v19jmdi9abj;2019-10-13 Québec musée Beaux-Arts (5).JPG;2019;Gaspésie;2019-10-13T07:35;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;90;
ph_mu9v19l6wcakue;2019-10-12 St Pacome (1) Ninie Pat & Phil.JPG;2019;Gaspésie;2019-10-12T19:13;"Eugénie, Patricia, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;112;
ph_mu9v19mg8rjwrr;2019-10-10 The New Brunswick (12).JPG;2019;Gaspésie;2019-10-12T08:16;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;68;
ph_mu9v19qr1bc5jw;2019-10-10 The New Brunswick (13).JPG;2019;Gaspésie;2019-10-12T08:16;;;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;77;
ph_mu9v19t1e3270q;2019-10-12 St Pacome (10) Ninie Pat & Phil.JPG;2019;Gaspésie;2019-10-12T07:33;"Eugénie, Patricia, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;171;
ph_mu9v19vhj7e25i;2019-10-12 St Pacome (6) Ninie Pat & Phil.JPG;2019;Gaspésie;2019-10-12T07:33;"Eugénie, Patricia, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;155;
ph_mu9v19wlyqxtpp;2019-10-12 St Pacome (7) Ninie Pat & Phil.JPG;2019;Gaspésie;2019-10-12T07:33;"Eugénie, Patricia, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;125;
ph_mu9v19xsuqxwkz;2019-10-12 St Pacome (8) Ninie Pat & Phil.JPG;2019;Gaspésie;2019-10-12T07:33;"Eugénie, Patricia, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;165;
ph_mu9v19ywaflpfh;2019-10-12 St Pacome (9) Ninie Pat & Phil.JPG;2019;Gaspésie;2019-10-12T07:33;"Eugénie, Patricia, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;167;
ph_mu9v1a0fuw8jeh;2019-10-12 St Pacome (2) Ninie Pat & Phil.JPG;2019;Gaspésie;2019-10-12T07:32;"Eugénie, Patricia, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;137;
ph_mu9v1a24k8csjj;2019-10-12 St Pacome (3) Ninie Pat & Phil.JPG;2019;Gaspésie;2019-10-12T07:32;"Eugénie, Patricia, Philippe";;numérique;;Philippe;false;false;false;false;false;false;0;;;Canon  PowerShot SX20 IS;137;
